source,metric,identity,metric_class,semantic_role,purpose,quality_definedness,current_named_use,normative_destinations,forbidden_use,review_note,normative_status,baseline_commit
toxicity,withdrawal_fraction_velocity:bid,toxicity/withdrawal_fraction_velocity:bid,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Event-time rate of change of the underlying `withdrawal_fraction_velocity:bid` state.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,withdrawal_fraction_velocity:ask,toxicity/withdrawal_fraction_velocity:ask,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Event-time rate of change of the underlying `withdrawal_fraction_velocity:ask` state.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,retreat_fraction_baseline:bid,toxicity/retreat_fraction_baseline:bid,historical_reference,CONTEXT_OR_MODEL_FEATURE,Causal historical reference for `retreat_fraction`.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,retreat_fraction_baseline:ask,toxicity/retreat_fraction_baseline:ask,historical_reference,CONTEXT_OR_MODEL_FEATURE,Causal historical reference for `retreat_fraction`.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,retreat_fraction_zscore:bid,toxicity/retreat_fraction_zscore:bid,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized historical unusualness of the underlying `retreat_fraction_zscore:bid` quantity.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,retreat_fraction_zscore:ask,toxicity/retreat_fraction_zscore:ask,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized historical unusualness of the underlying `retreat_fraction_zscore:ask` quantity.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,bracket_trade_quantity,toxicity/bracket_trade_quantity,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Total executed quantity observed in the attribution bracket.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,matched_touch_trade_quantity:bid,toxicity/matched_touch_trade_quantity:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Trade quantity exactly attributable to the previous bid touch price.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,matched_touch_trade_quantity:ask,toxicity/matched_touch_trade_quantity:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Trade quantity exactly attributable to the previous ask touch price.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,touch_fill_quantity:bid,toxicity/touch_fill_quantity:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Previous bid touch quantity accounted for by matched executions.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,touch_fill_quantity:ask,toxicity/touch_fill_quantity:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Previous ask touch quantity accounted for by matched executions.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,touch_fill_fraction:bid,toxicity/touch_fill_fraction:bid,derived_dimensionless,LIQUIDITY_DISPOSITION,Fraction of previous bid touch quantity accounted for by executions.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,touch_fill_fraction:ask,toxicity/touch_fill_fraction:ask,derived_dimensionless,LIQUIDITY_DISPOSITION,Fraction of previous ask touch quantity accounted for by executions.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,touch_fill_rate:bid,toxicity/touch_fill_rate:bid,temporal_dynamic_or_rate,LIQUIDITY_DISPOSITION,Execution-attributed depletion rate of the previous bid touch.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,touch_fill_rate:ask,toxicity/touch_fill_rate:ask,temporal_dynamic_or_rate,LIQUIDITY_DISPOSITION,Execution-attributed depletion rate of the previous ask touch.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,fill_fraction_baseline:bid,toxicity/fill_fraction_baseline:bid,historical_reference,CONTEXT_OR_MODEL_FEATURE,Causal historical reference for `fill_fraction`.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,fill_fraction_baseline:ask,toxicity/fill_fraction_baseline:ask,historical_reference,CONTEXT_OR_MODEL_FEATURE,Causal historical reference for `fill_fraction`.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,fill_fraction_divergence:bid,toxicity/fill_fraction_divergence:bid,historical_comparison,CONTEXT_OR_MODEL_FEATURE,Current departure of the underlying `fill_fraction_divergence:bid` quantity from its causal historical reference.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,fill_fraction_divergence:ask,toxicity/fill_fraction_divergence:ask,historical_comparison,CONTEXT_OR_MODEL_FEATURE,Current departure of the underlying `fill_fraction_divergence:ask` quantity from its causal historical reference.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,fill_fraction_zscore:bid,toxicity/fill_fraction_zscore:bid,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized historical unusualness of the underlying `fill_fraction_zscore:bid` quantity.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:LiquidityVacuum,Category(current; review semantics); Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,fill_fraction_zscore:ask,toxicity/fill_fraction_zscore:ask,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized historical unusualness of the underlying `fill_fraction_zscore:ask` quantity.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:LiquidityVacuum,Category(current; review semantics); Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,fill_fraction_velocity:bid,toxicity/fill_fraction_velocity:bid,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Event-time rate of change of the underlying `fill_fraction_velocity:bid` state.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,fill_fraction_velocity:ask,toxicity/fill_fraction_velocity:ask,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Event-time rate of change of the underlying `fill_fraction_velocity:ask` state.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
